UNIPROT	gene_name	mf	method	final_score
O60825	PFKFB2	kin	proteoscore	-3.11853
Q16875	PFKFB3	kin	PhosphoScore	0.86091
Q16877	PFKFB4	kin	proteoscore	-3.81972
P08237	PFKM	kin	proteoscore	-0.673072
Q01813	PFKP	kin	PhosphoScore	-3.72865
P07737	PFN1	other	proteoscore	0.649204
P18669	PGAM1	other	PhosphoScore	-3.263205
Q96HS1	PGAM5	other	proteoscore	-1.14349
P52209	PGD	other	proteoscore	-1.51702
P00558	PGK1	kin	proteoscore	0.367455
O95336	PGLS	other	proteoscore	1.05884
P36871	PGM1	other	PhosphoScore	7.618
Q96G03	PGM2	other	proteoscore	-0.329751
P06401;P06401	PGR	tf	proteoscore	1.5841
Q32NB8	PGS1	other	proteoscore	1.07951
Q99623	PHB2	other	proteoscore	0.312603
Q8IXK0	PHC2	other	proteoscore	-0.64231799999999994
Q96BD5	PHF21A	other	proteoscore	-0.840779
Q92576	PHF3	other	proteoscore	-0.434257
Q8IWS0	PHF6	other	proteoscore	-1.09949
Q9UPP1	PHF8	tf	proteoscore	0.413772
O43175	PHGDH	other	proteoscore	0.683725
Q8WWQ0	PHIP	other	proteoscore	0.521045
P46019	PHKA2	kin	proteoscore	0.65338
P15735	PHKG2	kin	proteoscore	-1.07459
O14813	PHOX2A	tf	proteoscore	-1.96802
Q9P1Y6	PHRF1	other	proteoscore	-3.34277
Q9BTU6	PI4K2A	kin	proteoscore	-0.459497
Q8TCG2	PI4K2B	kin	proteoscore	0.559732
Q9UBF8;Q9UBF8	PI4KB	kin	PhosphoScore	-1.46949
Q13492	PICALM	other	proteoscore	-1.75275
Q9NRD5	PICK1	other	proteoscore	2.39571
Q92508	PIEZO1	other	proteoscore	-1.90736
A0A0B4J2F0	PIGBOS1	other	proteoscore	-1.9036
Q92643	PIGK	other	proteoscore	-0.315954
Q8NEB9	PIK3C3	kin	proteoscore	0.70362
P42338	PIK3CB	kin	proteoscore	-1.23306
O00329	PIK3CD	kin	proteoscore	2.65647
P27986	PIK3R1	other	proteoscore	1.38647
O00459	PIK3R2	other	proteoscore	-1.26571
Q99570	PIK3R4	kin	proteoscore	0.501078
Q9Y2I7	PIKFYVE	kin	PhosphoScore	-0.498316
P11309;P11309	PIM1	kin	VIPER	0.012720714278500656
Q9P1W9	PIM2	kin	VIPER	-0.07898813030258245
Q9Y237	PIN4	other	proteoscore	-0.725484
Q96BK5	PINX1	other	proteoscore	-1.97674
P48426	PIP4K2A	kin	proteoscore	-0.94571
P78356	PIP4K2B	kin	proteoscore	0.374984
Q8TBX8	PIP4K2C	kin	proteoscore	-0.664871
Q9UKF7	PITPNC1	other	PhosphoScore	1.60481
O00562	PITPNM1	other	proteoscore	0.85807
Q5JRX3	PITRM1	other	proteoscore	0.815609
O43164	PJA2	other	proteoscore	-1.75882
P30613	PKLR	kin	proteoscore	-3.44326
P14618;P14618	PKM	other	proteoscore	0.246195
Q99640	PKMYT1	kin	proteoscore	-3.68884
Q16512	PKN1	kin	VIPER+PhosphoScore	-2.592895310928189
P47712	PLA2G4A	other	PhosphoScore	4.556884999999999
Q00722	PLCB2	other	proteoscore	1.1484
Q01970	PLCB3	other	PhosphoScore	2.82615
P19174	PLCG1	other	proteoscore	-1.24154
P16885	PLCG2	other	proteoscore	2.43688
Q13393;Q13393	PLD1	other	proteoscore	-3.15375
Q8IV08	PLD3	other	proteoscore	-3.37942
Q15149	PLEC	other	proteoscore	1.07465
P08567	PLEK	other	PhosphoScore	3.9492
Q6IQ23	PLEKHA7	other	proteoscore	-0.975332
P00747	PLG	other	proteoscore	-0.449951
Q99541	PLIN2	other	proteoscore	-3.2769
O60664	PLIN3	other	proteoscore	-6.5895
P53350	PLK1	kin	VIPER+PhosphoScore	0.49930961988583655
Q02809	PLOD1	other	proteoscore	-1.12306
O15162	PLSCR1	tf	proteoscore	2.14986
Q9UIW2	PLXNA1	other	proteoscore	-3.44443
Q6P1K2	PMF1	tf	proteoscore	1.52116
P29590;P29590	PML	tf	proteoscore	-0.486177
O75439	PMPCB	other	proteoscore	-0.642956
P54277	PMS1	other	proteoscore	-0.686566
Q96T60	PNKP	kin	proteoscore	0.213535
Q8IY17	PNPLA6	other	proteoscore	-1.48514
Q8TCS8	PNPT1	other	proteoscore	-0.5735
O00592	PODXL	other	proteoscore	2.74631
Q9H488	POFUT1	other	proteoscore	-0.635623
Q8NBL1	POGLUT1	other	proteoscore	1.09737
Q7Z3K3	POGZ	other	proteoscore	-0.786231
P09884	POLA1	other	proteoscore	0.859267
Q14181	POLA2	other	proteoscore	1.16502
P28340	POLD1	other	proteoscore	0.489768
P49005	POLD2	other	proteoscore	0.361207
Q15054	POLD3	other	proteoscore	1.4361
Q9BY77	POLDIP3	other	proteoscore	0.375923
Q07864	POLE	other	proteoscore	0.332265
P56282	POLE2	other	proteoscore	0.344849
P54098	POLG	other	proteoscore	-1.66884
Q9UHN1	POLG2	other	proteoscore	-2.97231
O15160	POLR1C	other	proteoscore	-0.877681
P0DPB6;P0DPB5	POLR1D	other	proteoscore	-0.853252
Q9GZS1	POLR1E	other	proteoscore	-0.303519
P24928	POLR2A	other	proteoscore	0.252709
P62875	POLR2L	other	proteoscore	-0.442533
O14802	POLR3A	other	proteoscore	-1.26546
Q9NW08	POLR3B	other	proteoscore	-1.40744
Q9BUI4	POLR3C	other	proteoscore	-0.836699
P05423	POLR3D	other	proteoscore	-1.47184
Q9NVU0	POLR3E	other	proteoscore	-1.85026
Q9H1D9	POLR3F	other	proteoscore	-0.528604
O15318	POLR3G	other	proteoscore	-0.658045
Q9Y535	POLR3H	other	proteoscore	0.362657
Q96HA1	POM121	other	proteoscore	-1.09919
Q15165	PON2	other	proteoscore	-1.20807
P16435	POR	other	proteoscore	0.398133
Q9NUX5	POT1	other	proteoscore	-1.49424
P14859	POU2F1	tf	proteoscore	-2.55419
Q06203	PPAT	other	proteoscore	0.377845
Q96CD2	PPCDC	other	proteoscore	-1.3177
Q13136	PPFIA1	other	proteoscore	0.329871
P30405	PPIF	other	proteoscore	-0.784822
P35813	PPM1A	other	proteoscore	0.371748
O75688	PPM1B	other	proteoscore	-0.515985
P49593	PPM1F	other	proteoscore	-3.55027
Q9Y570	PPME1	other	proteoscore	-1.10731
P62136	PPP1CA	other	proteoscore	0.58731
P36873	PPP1CC	other	proteoscore	-0.527837
O14974	PPP1R12A	other	PhosphoScore	0.763677
O60237	PPP1R12B	other	PhosphoScore	1.62062
Q8WUF5	PPP1R13L	tf	proteoscore	0.993257
Q96SB3	PPP1R9B	kin	proteoscore	-0.340843
P30153	PPP2R1A	other	proteoscore	-0.241812
P30154	PPP2R1B	other	proteoscore	0.727967
P63151	PPP2R2A	other	proteoscore	-0.222164
Q66LE6	PPP2R2D	other	proteoscore	2.2515
Q15172	PPP2R5A	other	proteoscore	-0.37889
Q13362	PPP2R5C	other	proteoscore	-0.353931
Q14738	PPP2R5D	other	proteoscore	0.319799
Q16537	PPP2R5E	other	proteoscore	0.665018
Q08209	PPP3CA	other	proteoscore	1.65807
P16298	PPP3CB	other	proteoscore	1.5977
P48454	PPP3CC	other	proteoscore	-3.34592
P53041	PPP5C	other	proteoscore	-1.05998
O00743	PPP6C	other	proteoscore	0.416294
P78395	PRAME	other	proteoscore	-5.47005
O43663	PRC1	other	proteoscore	0.27778
Q92733	PRCC	other	proteoscore	-0.939147
Q06830	PRDX1	other	proteoscore	-0.831708
P32119	PRDX2	other	proteoscore	-1.90862
P30048	PRDX3	other	proteoscore	-0.682644
P30044	PRDX5	other	proteoscore	-0.778635
P30041	PRDX6	other	proteoscore	-1.50282
Q9HCU5	PREB	other	proteoscore	-4.95373
P13727	PRG2	other	proteoscore	-5.484
P49643	PRIM2	other	proteoscore	0.98192
Q13131	PRKAA1	kin	VIPER+PhosphoScore	0.5756931190767599
Q9Y478	PRKAB1	kin	PhosphoScore	-7.39692
P17612	PRKACA	kin	PhosphoScore	1.3365565
P22694	PRKACB	kin	VIPER	8.6551152533813
P54619	PRKAG1	kin	proteoscore	-1.88032
P10644	PRKAR1A	other	PhosphoScore	-1.89818
P31321	PRKAR1B	other	proteoscore	-1.02506
P13861	PRKAR2A	other	proteoscore	-1.19812
P31323	PRKAR2B	other	PhosphoScore	-1.90109
P17252	PRKCA	kin	PhosphoScore	1.17795
P05771;P05771	PRKCB	kin	VIPER+PhosphoScore	-2.2788944149922736
Q05655	PRKCD	kin	VIPER+PhosphoScore	2.1514996225119183
P41743	PRKCI	kin	VIPER	-0.04877087100783294
Q04759	PRKCQ	kin	VIPER	-3.710636988298834
Q9BZL6	PRKD2	kin	PhosphoScore	-1.236336
P78527	PRKDC	kin	VIPER	-0.11326202482792624
O75569	PRKRA	other	proteoscore	-1.1467
O14744	PRMT5	tf	proteoscore	-1.12136
O43272	PRODH	other	proteoscore	4.52648
Q9UMS4	PRPF19	other	proteoscore	0.475625
Q8WWY3	PRPF31	other	proteoscore	0.538704
O43172	PRPF4	other	proteoscore	-0.187494
Q13523	PRPF4B	kin	proteoscore	-0.450405
O94906	PRPF6	other	proteoscore	-0.758068
Q6P2Q9	PRPF8	other	proteoscore	-0.290013
P60891	PRPS1	kin	proteoscore	0.736288
P11908	PRPS2	kin	proteoscore	0.534192
Q9Y6M0	PRSS21	other	proteoscore	-1.32797
Q9Y617	PSAT1	other	proteoscore	0.997893
P49768	PSEN1	other	proteoscore	-2.67008
O75475	PSIP1	tf	proteoscore	0.213161
P25789	PSMA4	other	proteoscore	-0.197836
P28066	PSMA5	other	proteoscore	-0.388984
P40306	PSMB10	other	proteoscore	0.694691
P49721	PSMB2	other	proteoscore	-0.173189
P28074	PSMB5	other	proteoscore	-1.40219
P28072	PSMB6	other	proteoscore	-0.666889
Q99436	PSMB7	other	proteoscore	-0.440012
P28062	PSMB8	other	proteoscore	4.94673
P28065	PSMB9	other	proteoscore	1.51009
O00231	PSMD11	other	proteoscore	-0.31711
Q9UNM6	PSMD13	other	proteoscore	-0.255224
Q13200	PSMD2	other	PhosphoScore	-3.40836
O43242	PSMD3	other	proteoscore	-0.378119
P51665	PSMD7	other	proteoscore	-0.312714
Q8WXF1	PSPC1	other	proteoscore	-0.690486
P78330	PSPH	other	proteoscore	-4.76625
O43586	PSTPIP1	other	proteoscore	3.64444
P26599	PTBP1	other	proteoscore	-0.393744
Q96EY7	PTCD3	other	proteoscore	-0.562312
P60484	PTEN	phos	VIPER	0.10268483636283061
Q9H7Z7	PTGES2	other	proteoscore	-2.26507
P23219	PTGS1	other	proteoscore	2.70725
Q05397	PTK2	kin	proteoscore	-2.87808
Q14289	PTK2B	kin	VIPER	0.0211515540362049
Q13308	PTK7	kin	proteoscore	-0.782732
P06454	PTMA	other	proteoscore	0.910905
P20962	PTMS	other	proteoscore	-3.27773
Q8WUK0	PTPMT1	phos	proteoscore	1.71577
P18031	PTPN1	phos	VIPER	-0.020161739359287625
Q06124;Q06124	PTPN11	phos	VIPER+PhosphoScore	-0.37457399933053676
Q05209	PTPN12	phos	VIPER	0.7369464652857403
P17706	PTPN2	phos	VIPER	0.03744516971785215
P29350	PTPN6	phos	VIPER	1.1102230246251565e-16
P35236	PTPN7	phos	proteoscore	0.576444
P43378	PTPN9	phos	proteoscore	-0.500639
P18433;P18433	PTPRA	phos	PhosphoScore	1.40602
P08575	PTPRC	phos	proteoscore	1.37924
P23469	PTPRE	phos	proteoscore	4.74066
Q13332	PTPRS	phos	proteoscore	-3.07763
Q9UHX1	PUF60	other	proteoscore	-0.333339
Q14671	PUM1	other	proteoscore	-0.483618
Q8TB72	PUM2	other	proteoscore	0.81462
Q00577	PURA	tf	proteoscore	0.679445
Q96QR8	PURB	tf	proteoscore	1.42531
P15151	PVR	other	proteoscore	-2.36836
Q9ULZ3	PYCARD	other	proteoscore	-5.77242
P11216	PYGB	other	proteoscore	1.20529
P06737	PYGL	other	proteoscore	-1.8432
P11217	PYGM	other	proteoscore	-2.60568
Q2TAL8	QRICH1	other	proteoscore	0.389022
P61026	RAB10	other	proteoscore	-0.522893
Q6WKZ4	RAB11FIP1	other	proteoscore	-2.45871
Q6IQ22	RAB12	other	proteoscore	-0.535936
P51153	RAB13	other	proteoscore	-3.21332
Q9UL25	RAB21	other	proteoscore	0.457191
P61019	RAB2A	other	proteoscore	-0.404596
Q13637	RAB32	other	proteoscore	-1.10612
P57729	RAB38	other	proteoscore	3.33429
Q15042	RAB3GAP1	other	proteoscore	-1.14484
Q8TBN0	RAB3IL1	other	proteoscore	-2.86608
P20338	RAB4A	other	proteoscore	-1.8174
P20339	RAB5A	other	proteoscore	-0.761453
P61020	RAB5B	other	proteoscore	-0.37331
P51148	RAB5C	other	proteoscore	0.285542
P20340	RAB6A	other	proteoscore	0.690715
Q9NRW1	RAB6B	other	proteoscore	-0.854101
P51149	RAB7A	other	proteoscore	0.223526
P51151	RAB9A	other	proteoscore	-2.83729
Q15276	RABEP1	other	proteoscore	-0.922769
Q9H5N1	RABEP2	other	proteoscore	0.638314
Q9UJ41	RABGEF1	other	proteoscore	0.689245
Q92696	RABGGTA	other	proteoscore	0.218927
P53611	RABGGTB	other	proteoscore	-0.883544
P63000	RAC1	other	proteoscore	1.22809
P15153	RAC2	other	proteoscore	1.02564
P60763	RAC3	other	proteoscore	-3.11807
Q9H0H5	RACGAP1	other	PhosphoScore	2.48082
O60671	RAD1	other	proteoscore	0.549543
O75943	RAD17	other	proteoscore	0.530074
Q9NS91	RAD18	other	proteoscore	-1.15041
O60216	RAD21	other	proteoscore	0.410474
P54725	RAD23A	other	proteoscore	-1.1321
Q92878	RAD50	other	proteoscore	-0.736764
Q06609	RAD51	other	proteoscore	0.37857
O43502	RAD51C	other	proteoscore	-1.82313
Q92698	RAD54L	other	proteoscore	1.13246
Q99638	RAD9A	other	PhosphoScore	-2.51337
P78406	RAE1	other	proteoscore	-0.644337
P04049	RAF1	kin	PhosphoScore	2.29782
Q7Z5J4	RAI1	other	proteoscore	1.38658
Q9P0K7	RAI14	other	proteoscore	-3.62071
P11233	RALA	other	proteoscore	-1.9505
Q15311	RALBP1	other	proteoscore	-0.516579
Q6GYQ0	RALGAPA1	other	proteoscore	1.70476
Q86X10	RALGAPB	other	proteoscore	0.52397
Q9H6Z4	RANBP3	other	PhosphoScore	2.41471
Q96S59	RANBP9	other	proteoscore	-0.814079
P46060	RANGAP1	other	proteoscore	1.38744
P62834	RAP1A	other	proteoscore	0.52276
P47736	RAP1GAP	other	PhosphoScore	-2.27011
P52306	RAP1GDS1	other	proteoscore	0.168768
Q9Y4G8	RAPGEF2	other	PhosphoScore	-1.08138
Q8TEU7	RAPGEF6	other	proteoscore	-0.703286
P20936	RASA1	other	proteoscore	0.465945
P06400	RB1	tf	PhosphoScore	1.449865
Q09028	RBBP4	other	proteoscore	-0.401587
Q15291	RBBP5	other	proteoscore	-0.417726
Q16576	RBBP7	other	proteoscore	0.428745
Q9BYM8	RBCK1	tf	proteoscore	1.95169
P28749	RBL1	other	proteoscore	2.60225
Q9BWF3	RBM4	other	proteoscore	-1.26595
Q9BTD8	RBM42	other	proteoscore	-0.348677
Q9Y580	RBM7	other	proteoscore	-0.382411
Q9Y5S9	RBM8A	other	proteoscore	-0.530187
Q9Y388	RBMX2	other	proteoscore	-0.526061
Q06330	RBPJ	tf	proteoscore	2.22473
Q93062	RBPMS	tf	proteoscore	3.72682
Q9H1K0	RBSN	other	proteoscore	0.907537
P53805;P53805	RCAN1	other	PhosphoScore	1.30431
P18754	RCC1	other	proteoscore	-0.572207
Q6JBY9	RCSD1	other	proteoscore	-2.39746
Q8IZV5	RDH10	other	proteoscore	-3.03124
P35241	RDX	other	proteoscore	0.905843
Q00765	REEP5	other	proteoscore	0.798431
Q04864	REL	tf	proteoscore	-1.66989
Q04206	RELA	tf	proteoscore	-0.212245
Q9UBZ9	REV1	other	proteoscore	-1.81467
P35251	RFC1	other	proteoscore	0.812593
P40938	RFC3	other	proteoscore	0.429205
P40937	RFC5	other	proteoscore	-0.168758
Q6PCD5	RFWD3	other	proteoscore	-1.05299
P48382	RFX5	tf	proteoscore	-1.14298
O14593	RFXANK	other	proteoscore	0.976066
O43665	RGS10	other	proteoscore	-1.11338
P49795	RGS19	other	proteoscore	3.3445
Q02094	RHAG	other	proteoscore	-3.89946
Q15382	RHEB	other	proteoscore	-0.758591
P61586	RHOA	other	proteoscore	0.922459
O94955	RHOBTB3	other	proteoscore	-1.47129
P08134	RHOC	other	proteoscore	-4.6638
Q8IXI2	RHOT1	other	proteoscore	0.22881
Q8IXI1	RHOT2	other	proteoscore	-2.51896
Q6R327	RICTOR	other	proteoscore	-1.1686
Q5UIP0	RIF1	other	PhosphoScore	1.71275
Q06587	RING1	other	proteoscore	-1.41276
Q6NUQ1	RINT1	other	proteoscore	-1.24561
Q9BVS4	RIOK2	kin	proteoscore	-0.760767
O14730	RIOK3	kin	proteoscore	0.600544
Q13546	RIPK1	kin	PhosphoScore	4.75572
O43353	RIPK2	kin	VIPER	0.08028727690642407
Q13129	RLF	tf	proteoscore	-1.15433
Q9NVW2	RLIM	tf	proteoscore	2.10531
Q96TC7	RMDN3	other	proteoscore	-1.43588
Q9H871	RMND5A	other	proteoscore	-0.385631
Q96G75	RMND5B	other	proteoscore	0.608366
Q05823	RNASEL	kin	proteoscore	-1.92946
Q8N5U6	RNF10	other	proteoscore	1.83806
O15541	RNF113A	other	proteoscore	0.470663
Q9Y508	RNF114	other	proteoscore	-1.18104
Q9BV68	RNF126	other	proteoscore	-0.477793
O43567	RNF13	other	proteoscore	-2.0835
Q86XS8	RNF130	other	proteoscore	1.2665
Q8WVD3	RNF138	other	proteoscore	-1.62463
Q9UBS8	RNF14	tf	proteoscore	-2.02124
Q9H6Y7	RNF167	other	proteoscore	-1.41283
Q8IYW5	RNF168	other	proteoscore	0.82427
Q8NCN4	RNF169	other	proteoscore	-2.00713
Q96K19	RNF170	other	proteoscore	-0.871229
Q96GF1	RNF185	other	proteoscore	-2.06124
Q8ND24	RNF214	other	proteoscore	-0.730742
Q5VTB9	RNF220	other	proteoscore	0.870481
Q96BH1	RNF25	other	proteoscore	0.853092
Q969K3	RNF34	other	proteoscore	-0.951649
P78317	RNF4	tf	proteoscore	0.946488
Q99942	RNF5	other	proteoscore	-3.36812
Q9UBF6	RNF7	other	proteoscore	-0.695446
O60942	RNGTT	other	proteoscore	0.596834
O43148	RNMT	other	proteoscore	0.637156
Q9HCK4	ROBO2	other	proteoscore	-1.80417
Q13464	ROCK1	kin	proteoscore	0.418552
P60602	ROMO1	other	proteoscore	-0.570671
Q01974	ROR2	kin	proteoscore	-1.36377
Q8TA86	RP9	other	proteoscore	0.673537
P27694	RPA1	other	proteoscore	0.56737
Q8IXW5	RPAP2	other	proteoscore	-0.883213
Q9H6T3	RPAP3	other	proteoscore	-0.738477
Q96AT9	RPE	other	proteoscore	0.348085
P49247	RPIA	other	proteoscore	0.706062
P27635	RPL10	other	proteoscore	0.421624
P62906	RPL10A	other	proteoscore	0.24306
P62913	RPL11	other	proteoscore	0.403697
P30050	RPL12	other	proteoscore	0.292446
P50914	RPL14	other	proteoscore	0.457952
P61313	RPL15	other	proteoscore	0.241718
Q07020	RPL18	other	proteoscore	0.298031
Q02543	RPL18A	other	proteoscore	0.296078
P84098	RPL19	other	proteoscore	0.346418
P35268	RPL22	other	proteoscore	-0.671069
Q6P5R6	RPL22L1	other	proteoscore	6.40803
P62829	RPL23	other	proteoscore	0.386193
P83731	RPL24	other	proteoscore	0.240128
P61353	RPL27	other	proteoscore	0.4657
P46779	RPL28	other	proteoscore	0.346241
P47914	RPL29	other	proteoscore	-1.43764
P39023	RPL3	other	proteoscore	0.355765
P62888	RPL30	other	proteoscore	0.374866
P62910	RPL32	other	proteoscore	0.287435
P18077	RPL35A	other	proteoscore	0.389694
Q969Q0	RPL36AL	other	proteoscore	-5.59026
P61513	RPL37A	other	proteoscore	0.290134
P36578	RPL4	other	proteoscore	0.350987
P46777	RPL5	other	proteoscore	0.301685
Q02878	RPL6	other	proteoscore	0.419427
P18124	RPL7	other	proteoscore	0.384995
P62424	RPL7A	other	proteoscore	0.384657
P62917	RPL8	other	proteoscore	0.399979
P05386	RPLP1	other	proteoscore	-2.52418
P04843	RPN1	other	proteoscore	0.405474
P04844	RPN2	other	proteoscore	-0.424584
Q9NQG5	RPRD1B	other	proteoscore	0.254105
P62280	RPS11	other	proteoscore	0.257488
P62263	RPS14	other	proteoscore	0.19293
P62244	RPS15A	other	proteoscore	0.289272
P62269	RPS18	other	proteoscore	0.2822
P15880	RPS2	other	proteoscore	0.396702
P62266	RPS23	other	proteoscore	0.53496
P62847	RPS24	other	proteoscore	0.248566
Q71UM5	RPS27L	other	proteoscore	1.88944
P62273	RPS29	other	proteoscore	0.462091
P23396	RPS3	other	PhosphoScore	0.922608
P61247	RPS3A	other	proteoscore	0.248685
P62701	RPS4X	other	proteoscore	0.428143
P46782	RPS5	other	proteoscore	0.289736
P62753	RPS6	other	PhosphoScore	-0.879848
Q15418	RPS6KA1	kin	proteoscore	-0.544021
P51812	RPS6KA3	kin	proteoscore	-0.82755
O75676	RPS6KA4	kin	proteoscore	3.68003
O75582	RPS6KA5	kin	VIPER	0.07004264115723548
P23443;P23443	RPS6KB1	kin	proteoscore	-0.463884
Q9UBS0	RPS6KB2	kin	VIPER	-0.004044040350224708
P62081	RPS7	other	proteoscore	0.381654
P62241	RPS8	other	proteoscore	0.27883
P46781	RPS9	other	proteoscore	0.425093
P08865	RPSA	other	proteoscore	0.38638
Q8N122	RPTOR	other	PhosphoScore	0.3363450000000001
Q7L523	RRAGA	other	proteoscore	1.11813
P62070	RRAS2	other	proteoscore	0.737049
Q92766	RREB1	tf	proteoscore	-1.88006
P23921	RRM1	other	proteoscore	0.463309
Q7LG56	RRM2B	other	proteoscore	-1.80421
Q9NYV6	RRN3	other	PhosphoScore	-2.58373
Q96T23	RSF1	other	proteoscore	-0.291162
Q92541	RTF1	other	proteoscore	-0.169228
Q9NQC3	RTN4	other	proteoscore	-1.81082
Q96T51	RUFY1	other	proteoscore	-1.54789
Q01196;Q01196	RUNX1	tf	PhosphoScore	-2.8649666666666667
Q06455	RUNX1T1	tf	proteoscore	2.59371
Q13761	RUNX3	tf	proteoscore	2.64346
Q9Y265	RUVBL1	tf	proteoscore	0.16634
P19793	RXRA	tf	proteoscore	-1.73308
P60903	S100A10	other	proteoscore	2.3947600000000002
Q99584	S100A13	other	proteoscore	-3.6663
P26447	S100A4	other	proteoscore	6.29962
P06703	S100A6	other	proteoscore	4.35099
P25815	S100P	other	proteoscore	-4.40887
Q9NTJ5	SACM1L	other	proteoscore	-0.425295
Q15424	SAFB	other	proteoscore	-1.03487
Q9Y467	SALL2	tf	proteoscore	-1.7544
Q9Y3Z3	SAMHD1	other	proteoscore	1.74607
Q9Y512	SAMM50	other	proteoscore	-0.639273
Q9NR31	SAR1A	other	proteoscore	-0.552717
Q9NP81	SARS2	other	proteoscore	-1.16358
Q6UVJ0	SASS6	other	proteoscore	-1.14647
Q9UPW6	SATB2	tf	proteoscore	-2.67158
Q9Y3A5	SBDS	other	proteoscore	-1.07847
O95248	SBF1	other	proteoscore	1.11791
Q99590	SCAF11	other	proteoscore	-2.58568
O15126	SCAMP1	other	proteoscore	-1.32102
O14828	SCAMP3	other	proteoscore	-1.17472
Q12770	SCAP	other	proteoscore	-0.801898
Q8WTV0	SCARB1	other	proteoscore	-4.06824
O00767	SCD	other	proteoscore	-5.43518
O43819	SCO2	other	proteoscore	-1.64182
P22307	SCP2	other	proteoscore	0.278145
Q14160	SCRIB	other	proteoscore	-0.52203599999999994
O75056	SDC3	other	proteoscore	-1.5963
Q6IQ49	SDE2	other	proteoscore	-3.57779
Q9NX18	SDHAF2	other	proteoscore	1.76188
Q99643	SDHC	other	proteoscore	-4.07521
P55735	SEC13	other	proteoscore	-0.967458
O76054	SEC14L2	other	proteoscore	4.4234
O15027	SEC16A	other	proteoscore	-1.46098
O75396	SEC22B	other	proteoscore	-0.589503
Q15436	SEC23A	other	proteoscore	-0.290254
Q15437	SEC23B	other	proteoscore	-0.259146
Q9Y6Y8	SEC23IP	other	proteoscore	0.897289
O95486	SEC24A	other	proteoscore	-0.936549
P53992	SEC24C	other	proteoscore	-1.44486
O94979	SEC31A	other	proteoscore	-0.851422
P60468	SEC61B	other	proteoscore	0.420477
P60059	SEC61G	other	proteoscore	0.328091
Q99442	SEC62	other	proteoscore	-0.492884
Q9UGP8	SEC63	other	proteoscore	-0.843935
Q96EE3	SEH1L	other	proteoscore	-0.551351
Q14242	SELPLG	other	proteoscore	-2.27363
O75326	SEMA7A	other	proteoscore	-1.22904
Q9H4L4	SENP3	other	proteoscore	-3.75582
P58004	SESN2	other	proteoscore	-3.43148
Q9UPS6	SETD1B	other	proteoscore	-2.02225
Q53H47	SETMAR	other	PhosphoScore	2.91368
Q9BWJ5	SF3B5	other	proteoscore	-0.590759
P23246	SFPQ	other	proteoscore	-0.390805
Q9H9B4	SFXN1	other	proteoscore	0.616627
O43765	SGTA	other	proteoscore	-0.679855
Q9NRF2	SH2B1	other	proteoscore	-1.62286
Q9Y3L3	SH3BP1	other	proteoscore	0.827575
O60239	SH3BP5	other	proteoscore	0.419251
Q9Y371	SH3GLB1	other	proteoscore	-0.990077
Q96B97	SH3KBP1	other	proteoscore	3.02403
P29353;P29353	SHC1	other	PhosphoScore	-7.6052
Q8NEM2	SHCBP1	other	proteoscore	2.38017
P34896	SHMT1	other	proteoscore	3.31535
P34897	SHMT2	other	proteoscore	0.554384
Q9UQ13	SHOC2	other	proteoscore	1.16513
Q149N8	SHPRH	other	proteoscore	-0.864627
Q9Y2K2	SIK3	kin	PhosphoScore	2.15574
Q9H173	SIL1	other	proteoscore	-0.559908
O75182	SIN3B	tf	proteoscore	1.28227
O43166	SIPA1L1	other	proteoscore	3.55288
Q96EB6	SIRT1	tf	PhosphoScore	-2.75919
Q8IXJ6;Q8IXJ6	SIRT2	other	PhosphoScore	-3.17664
Q9NTG7	SIRT3	other	proteoscore	-2.3511
Q9Y6E7	SIRT4	other	proteoscore	0.51203
Q9NXA8	SIRT5	other	proteoscore	-1.08977
Q8N6T7	SIRT6	tf	proteoscore	-1.08103
Q9NRC8	SIRT7	other	proteoscore	2.2862
Q96BD8	SKA1	other	proteoscore	-1.76005
Q8IX90	SKA3	other	proteoscore	-1.90515
P12755	SKI	tf	proteoscore	-2.71027
Q13309	SKP2	other	PhosphoScore	-3.9463
Q9H6Q3	SLA2	other	proteoscore	2.59015
Q9P270	SLAIN2	other	proteoscore	-1.97813
P49281	SLC11A2	other	proteoscore	-1.64662
P55011	SLC12A2	other	PhosphoScore	0.3321283333333333
Q9UP95	SLC12A4	other	proteoscore	-1.13481
Q05940	SLC18A2	other	proteoscore	4.20778
P41440	SLC19A1	other	proteoscore	0.650896
P43003	SLC1A3	other	proteoscore	1.57673
Q15758	SLC1A5	other	proteoscore	-1.35784
Q8WUM9	SLC20A1	other	proteoscore	-2.22941
Q96BI1	SLC22A18	other	proteoscore	-2.04295
P53007	SLC25A1	other	proteoscore	-1.4735
O75746	SLC25A12	other	proteoscore	1.31571
Q9UJS0	SLC25A13	other	proteoscore	-0.917355
O43772	SLC25A20	other	proteoscore	1.34779
P12235	SLC25A4	other	proteoscore	1.864
P05141	SLC25A5	other	proteoscore	0.634577
O14975	SLC27A2	other	proteoscore	-4.66491
Q99808	SLC29A1	other	proteoscore	-3.7437
P11166	SLC2A1	other	proteoscore	-0.360221
P11169	SLC2A3	other	proteoscore	-5.76541
Q6PML9	SLC30A9	tf	proteoscore	-0.911694
P78381	SLC35A2	other	proteoscore	-3.39927
Q7Z2H8	SLC36A1	other	proteoscore	0.917598
Q96QD8	SLC38A2	other	proteoscore	0.829127
